//ｽﾌﾟﾘﾝｸﾞ,最大/最小,,,,
//0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
//節点,並進方向,並進方向,並進方向,並進方向,並進方向,並進方向,並進方向,並進方向,並進方向,並進方向,並進方向,並進方向,並進方向,並進方向,並進方向,回転方向,回転方向,回転方向,回転方向,回転方向,回転方向,回転方向,回転方向,回転方向,回転方向,回転方向,回転方向,回転方向,回転方向,回転方向
//,TX,TX,TX,TX,TX,TY,TY,TY,TY,TY,TZ,TZ,TZ,TZ,TZ,RX,RX,RX,RX,RX,RY,RY,RY,RY,RY,RZ,RZ,RZ,RZ,RZ
//,応力,変形,塑性率,累積塑性変形倍率,ｴﾈﾙｷﾞｰ,応力,変形,塑性率,累積塑性変形倍率,ｴﾈﾙｷﾞｰ,応力,変形,塑性率,累積塑性変形倍率,ｴﾈﾙｷﾞｰ,応力,変形,塑性率,累積塑性変形倍率,ｴﾈﾙｷﾞｰ,応力,変形,塑性率,累積塑性変形倍率,ｴﾈﾙｷﾞｰ,応力,変形,塑性率,累積塑性変形倍率,ｴﾈﾙｷﾞｰ
//,kN,mm,,,kN.m,kN,mm,,,kN.m,kN,mm,,,kN.m,kN.m,rad,,,kN.m,kN.m,rad,,,kN.m,kN.m,rad,,,kN.m
 1-2,+2.65667E+01,+1.06267E+02,+0.00000E+00,+0.00000E+00,+6.17683E-04,+0.00000E+00,+0.00000E+00,+0.00000E+00,+0.00000E+00,+0.00000E+00,+0.00000E+00,+0.00000E+00,+0.00000E+00,+0.00000E+00,+0.00000E+00,+0.00000E+00,+0.00000E+00,+0.00000E+00,+0.00000E+00,+0.00000E+00,+0.00000E+00,+0.00000E+00,+0.00000E+00,+0.00000E+00,+0.00000E+00,+0.00000E+00,+0.00000E+00,+0.00000E+00,+0.00000E+00,+0.00000E+00


