//制振ﾌﾞﾚｰｽ,最大/最小,,,,
//0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
//節点,取付け部,取付け部,取付け部,質量,質量,質量,質量,質量,質量,ﾀﾞｯｼｭﾎﾟｯﾄ,ﾀﾞｯｼｭﾎﾟｯﾄ,ﾀﾞｯｼｭﾎﾟｯﾄ,ﾀﾞｯｼｭﾎﾟｯﾄ,ﾀﾞｯｼｭﾎﾟｯﾄ,ﾀﾞｯｼｭﾎﾟｯﾄ,ﾀﾞｯｼｭﾎﾟｯﾄ,ﾀﾞｯｼｭﾎﾟｯﾄ,ﾀﾞｯｼｭﾎﾟｯﾄ,ﾀﾞｯｼｭﾎﾟｯﾄ,ｽﾌﾟﾘﾝｸﾞ,ｽﾌﾟﾘﾝｸﾞ,ｽﾌﾟﾘﾝｸﾞ,ｽﾌﾟﾘﾝｸﾞ,ｽﾌﾟﾘﾝｸﾞ,ｽﾌﾟﾘﾝｸﾞ,ｽﾌﾟﾘﾝｸﾞ,ｽﾌﾟﾘﾝｸﾞ,ｽﾌﾟﾘﾝｸﾞ,ｽﾌﾟﾘﾝｸﾞ,ｽﾌﾟﾘﾝｸﾞ,ｽﾌﾟﾘﾝｸﾞ,ｽﾌﾟﾘﾝｸﾞ,ｽﾌﾟﾘﾝｸﾞ,全体,全体,全体
//,,,,主,主,主,付加,付加,付加,主,主,主,主,付加1,付加1,付加1,付加2,付加2,付加2,Voigt,Voigt,Voigt,Voigt,Voigt,Maxwell,Maxwell,Maxwell,付加1,付加1,付加1,付加2,付加2,付加2,,,
//,応力,変形,ｴﾈﾙｷﾞｰ,応力,加速度,ｴﾈﾙｷﾞｰ,応力,加速度,ｴﾈﾙｷﾞｰ,応力,速度,変形,ｴﾈﾙｷﾞｰ,応力,速度,ｴﾈﾙｷﾞｰ,応力,速度,ｴﾈﾙｷﾞｰ,応力,変形,塑性率,累積塑性変形倍率,ｴﾈﾙｷﾞｰ,応力,変形,ｴﾈﾙｷﾞｰ,応力,変形,ｴﾈﾙｷﾞｰ,応力,変形,ｴﾈﾙｷﾞｰ,応力,変形,ｴﾈﾙｷﾞｰ
//,kN,mm,kN.m,kN,mm/s~2,kN.m,kN,mm/s~2,kN.m,kN,mm/s,mm,kN.m,kN,mm/s,kN.m,kN,mm/s,kN.m,kN,mm,,,kN.m,kN,mm,kN.m,kN,mm,kN.m,kN,mm,kN.m,kN,mm,kN.m
 1-2,+0.00000E+00,+0.00000E+00,+0.00000E+00,+0.00000E+00,+0.00000E+00,+0.00000E+00,+0.00000E+00,+0.00000E+00,+0.00000E+00,+3.28150E+01,+3.28150E+02,+7.11856E+01,+1.69340E+01,+0.00000E+00,+0.00000E+00,+0.00000E+00,+0.00000E+00,+0.00000E+00,+0.00000E+00,+0.00000E+00,+0.00000E+00,+0.00000E+00,+0.00000E+00,+0.00000E+00,+0.00000E+00,+0.00000E+00,+0.00000E+00,+0.00000E+00,+0.00000E+00,+0.00000E+00,+0.00000E+00,+0.00000E+00,+0.00000E+00,+3.28150E+01,+7.11856E+01,+1.69340E+01


